Date,Trimester,monthName,day,month,year
2020-04-03 00:00:00,Trim. 2,abril,3,4,2020
2020-04-04 00:00:00,Trim. 2,abril,4,4,2020
2020-04-05 00:00:00,Trim. 2,abril,5,4,2020
2020-04-06 00:00:00,Trim. 2,abril,6,4,2020
2020-04-07 00:00:00,Trim. 2,abril,7,4,2020
2020-04-08 00:00:00,Trim. 2,abril,8,4,2020
2020-04-09 00:00:00,Trim. 2,abril,9,4,2020
2020-04-10 00:00:00,Trim. 2,abril,10,4,2020
2020-04-11 00:00:00,Trim. 2,abril,11,4,2020
2020-04-12 00:00:00,Trim. 2,abril,12,4,2020
2020-04-13 00:00:00,Trim. 2,abril,13,4,2020
2020-04-14 00:00:00,Trim. 2,abril,14,4,2020
2020-04-15 00:00:00,Trim. 2,abril,15,4,2020
2020-04-16 00:00:00,Trim. 2,abril,16,4,2020
2020-04-17 00:00:00,Trim. 2,abril,17,4,2020
2020-04-18 00:00:00,Trim. 2,abril,18,4,2020
2020-04-19 00:00:00,Trim. 2,abril,19,4,2020
2020-04-20 00:00:00,Trim. 2,abril,20,4,2020
2020-04-21 00:00:00,Trim. 2,abril,21,4,2020
2020-04-22 00:00:00,Trim. 2,abril,22,4,2020
2020-04-23 00:00:00,Trim. 2,abril,23,4,2020
2020-04-24 00:00:00,Trim. 2,abril,24,4,2020
2020-04-25 00:00:00,Trim. 2,abril,25,4,2020
2020-04-26 00:00:00,Trim. 2,abril,26,4,2020
2020-04-27 00:00:00,Trim. 2,abril,27,4,2020
2020-04-28 00:00:00,Trim. 2,abril,28,4,2020
2020-04-29 00:00:00,Trim. 2,abril,29,4,2020
2020-04-30 00:00:00,Trim. 2,abril,30,4,2020
2021-04-01 00:00:00,Trim. 2,abril,1,4,2021
2021-04-02 00:00:00,Trim. 2,abril,2,4,2021
2021-04-03 00:00:00,Trim. 2,abril,3,4,2021
2021-04-04 00:00:00,Trim. 2,abril,4,4,2021
2021-04-05 00:00:00,Trim. 2,abril,5,4,2021
2021-04-06 00:00:00,Trim. 2,abril,6,4,2021
2021-04-07 00:00:00,Trim. 2,abril,7,4,2021
2021-04-08 00:00:00,Trim. 2,abril,8,4,2021
2021-04-09 00:00:00,Trim. 2,abril,9,4,2021
2021-04-10 00:00:00,Trim. 2,abril,10,4,2021
2021-04-11 00:00:00,Trim. 2,abril,11,4,2021
2021-04-12 00:00:00,Trim. 2,abril,12,4,2021
2021-04-13 00:00:00,Trim. 2,abril,13,4,2021
2021-04-14 00:00:00,Trim. 2,abril,14,4,2021
2021-04-15 00:00:00,Trim. 2,abril,15,4,2021
2021-04-16 00:00:00,Trim. 2,abril,16,4,2021
2021-04-17 00:00:00,Trim. 2,abril,17,4,2021
2021-04-18 00:00:00,Trim. 2,abril,18,4,2021
2021-04-19 00:00:00,Trim. 2,abril,19,4,2021
2021-04-20 00:00:00,Trim. 2,abril,20,4,2021
2021-04-21 00:00:00,Trim. 2,abril,21,4,2021
2021-04-22 00:00:00,Trim. 2,abril,22,4,2021
2021-04-23 00:00:00,Trim. 2,abril,23,4,2021
2021-04-24 00:00:00,Trim. 2,abril,24,4,2021
2021-04-25 00:00:00,Trim. 2,abril,25,4,2021
2021-04-26 00:00:00,Trim. 2,abril,26,4,2021
2021-04-27 00:00:00,Trim. 2,abril,27,4,2021
2021-04-28 00:00:00,Trim. 2,abril,28,4,2021
2021-04-29 00:00:00,Trim. 2,abril,29,4,2021
2021-04-30 00:00:00,Trim. 2,abril,30,4,2021
2022-04-01 00:00:00,Trim. 2,abril,1,4,2022
2022-04-02 00:00:00,Trim. 2,abril,2,4,2022
2022-04-03 00:00:00,Trim. 2,abril,3,4,2022
2022-04-04 00:00:00,Trim. 2,abril,4,4,2022
2022-04-05 00:00:00,Trim. 2,abril,5,4,2022
2022-04-06 00:00:00,Trim. 2,abril,6,4,2022
2022-04-07 00:00:00,Trim. 2,abril,7,4,2022
2022-04-08 00:00:00,Trim. 2,abril,8,4,2022
2022-04-09 00:00:00,Trim. 2,abril,9,4,2022
2022-04-10 00:00:00,Trim. 2,abril,10,4,2022
2022-04-11 00:00:00,Trim. 2,abril,11,4,2022
2022-04-12 00:00:00,Trim. 2,abril,12,4,2022
2022-04-13 00:00:00,Trim. 2,abril,13,4,2022
2022-04-14 00:00:00,Trim. 2,abril,14,4,2022
2022-04-15 00:00:00,Trim. 2,abril,15,4,2022
2022-04-16 00:00:00,Trim. 2,abril,16,4,2022
2022-04-17 00:00:00,Trim. 2,abril,17,4,2022
2022-04-18 00:00:00,Trim. 2,abril,18,4,2022
2022-04-19 00:00:00,Trim. 2,abril,19,4,2022
2022-04-20 00:00:00,Trim. 2,abril,20,4,2022
2022-04-21 00:00:00,Trim. 2,abril,21,4,2022
2022-04-22 00:00:00,Trim. 2,abril,22,4,2022
2022-04-23 00:00:00,Trim. 2,abril,23,4,2022
2022-04-24 00:00:00,Trim. 2,abril,24,4,2022
2022-04-25 00:00:00,Trim. 2,abril,25,4,2022
2022-04-26 00:00:00,Trim. 2,abril,26,4,2022
2022-04-27 00:00:00,Trim. 2,abril,27,4,2022
2022-04-28 00:00:00,Trim. 2,abril,28,4,2022
2022-04-29 00:00:00,Trim. 2,abril,29,4,2022
2022-04-30 00:00:00,Trim. 2,abril,30,4,2022
2023-04-01 00:00:00,Trim. 2,abril,1,4,2023
2023-04-02 00:00:00,Trim. 2,abril,2,4,2023
2023-04-03 00:00:00,Trim. 2,abril,3,4,2023
2023-04-04 00:00:00,Trim. 2,abril,4,4,2023
2023-04-05 00:00:00,Trim. 2,abril,5,4,2023
2023-04-06 00:00:00,Trim. 2,abril,6,4,2023
2023-04-07 00:00:00,Trim. 2,abril,7,4,2023
2023-04-08 00:00:00,Trim. 2,abril,8,4,2023
2023-04-09 00:00:00,Trim. 2,abril,9,4,2023
2023-04-10 00:00:00,Trim. 2,abril,10,4,2023
2023-04-11 00:00:00,Trim. 2,abril,11,4,2023
2023-04-12 00:00:00,Trim. 2,abril,12,4,2023
2023-04-13 00:00:00,Trim. 2,abril,13,4,2023
2023-04-14 00:00:00,Trim. 2,abril,14,4,2023
2023-04-15 00:00:00,Trim. 2,abril,15,4,2023
2023-04-16 00:00:00,Trim. 2,abril,16,4,2023
2023-04-17 00:00:00,Trim. 2,abril,17,4,2023
2023-04-18 00:00:00,Trim. 2,abril,18,4,2023
2023-04-19 00:00:00,Trim. 2,abril,19,4,2023
2023-04-20 00:00:00,Trim. 2,abril,20,4,2023
2023-04-21 00:00:00,Trim. 2,abril,21,4,2023
2023-04-22 00:00:00,Trim. 2,abril,22,4,2023
2023-04-23 00:00:00,Trim. 2,abril,23,4,2023
2023-04-24 00:00:00,Trim. 2,abril,24,4,2023
2023-04-25 00:00:00,Trim. 2,abril,25,4,2023
2023-04-26 00:00:00,Trim. 2,abril,26,4,2023
2023-04-27 00:00:00,Trim. 2,abril,27,4,2023
2023-04-28 00:00:00,Trim. 2,abril,28,4,2023
2023-04-29 00:00:00,Trim. 2,abril,29,4,2023
2023-04-30 00:00:00,Trim. 2,abril,30,4,2023
2024-04-01 00:00:00,Trim. 2,abril,1,4,2024
2024-04-02 00:00:00,Trim. 2,abril,2,4,2024
2024-04-03 00:00:00,Trim. 2,abril,3,4,2024
2024-04-04 00:00:00,Trim. 2,abril,4,4,2024
2024-04-05 00:00:00,Trim. 2,abril,5,4,2024
2024-04-06 00:00:00,Trim. 2,abril,6,4,2024
2024-04-07 00:00:00,Trim. 2,abril,7,4,2024
2024-04-08 00:00:00,Trim. 2,abril,8,4,2024
2024-04-09 00:00:00,Trim. 2,abril,9,4,2024
2024-04-10 00:00:00,Trim. 2,abril,10,4,2024
2024-04-11 00:00:00,Trim. 2,abril,11,4,2024
2024-04-12 00:00:00,Trim. 2,abril,12,4,2024
2024-04-13 00:00:00,Trim. 2,abril,13,4,2024
2024-04-14 00:00:00,Trim. 2,abril,14,4,2024
2024-04-15 00:00:00,Trim. 2,abril,15,4,2024
2024-04-16 00:00:00,Trim. 2,abril,16,4,2024
2024-04-17 00:00:00,Trim. 2,abril,17,4,2024
2024-04-18 00:00:00,Trim. 2,abril,18,4,2024
2024-04-19 00:00:00,Trim. 2,abril,19,4,2024
2024-04-20 00:00:00,Trim. 2,abril,20,4,2024
2024-04-21 00:00:00,Trim. 2,abril,21,4,2024
2024-04-22 00:00:00,Trim. 2,abril,22,4,2024
2024-04-23 00:00:00,Trim. 2,abril,23,4,2024
2024-04-24 00:00:00,Trim. 2,abril,24,4,2024
2024-04-25 00:00:00,Trim. 2,abril,25,4,2024
2024-04-26 00:00:00,Trim. 2,abril,26,4,2024
2024-04-27 00:00:00,Trim. 2,abril,27,4,2024
2024-04-28 00:00:00,Trim. 2,abril,28,4,2024
2024-04-29 00:00:00,Trim. 2,abril,29,4,2024
2024-04-30 00:00:00,Trim. 2,abril,30,4,2024
2020-05-01 00:00:00,Trim. 2,mayo,1,5,2020
2020-05-02 00:00:00,Trim. 2,mayo,2,5,2020
2020-05-03 00:00:00,Trim. 2,mayo,3,5,2020
2020-05-04 00:00:00,Trim. 2,mayo,4,5,2020
2020-05-05 00:00:00,Trim. 2,mayo,5,5,2020
2020-05-06 00:00:00,Trim. 2,mayo,6,5,2020
2020-05-07 00:00:00,Trim. 2,mayo,7,5,2020
2020-05-08 00:00:00,Trim. 2,mayo,8,5,2020
2020-05-09 00:00:00,Trim. 2,mayo,9,5,2020
2020-05-10 00:00:00,Trim. 2,mayo,10,5,2020
2020-05-11 00:00:00,Trim. 2,mayo,11,5,2020
2020-05-12 00:00:00,Trim. 2,mayo,12,5,2020
2020-05-13 00:00:00,Trim. 2,mayo,13,5,2020
2020-05-14 00:00:00,Trim. 2,mayo,14,5,2020
2020-05-15 00:00:00,Trim. 2,mayo,15,5,2020
2020-05-16 00:00:00,Trim. 2,mayo,16,5,2020
2020-05-17 00:00:00,Trim. 2,mayo,17,5,2020
2020-05-18 00:00:00,Trim. 2,mayo,18,5,2020
2020-05-19 00:00:00,Trim. 2,mayo,19,5,2020
2020-05-20 00:00:00,Trim. 2,mayo,20,5,2020
2020-05-21 00:00:00,Trim. 2,mayo,21,5,2020
2020-05-22 00:00:00,Trim. 2,mayo,22,5,2020
2020-05-23 00:00:00,Trim. 2,mayo,23,5,2020
2020-05-24 00:00:00,Trim. 2,mayo,24,5,2020
2020-05-25 00:00:00,Trim. 2,mayo,25,5,2020
2020-05-26 00:00:00,Trim. 2,mayo,26,5,2020
2020-05-27 00:00:00,Trim. 2,mayo,27,5,2020
2020-05-28 00:00:00,Trim. 2,mayo,28,5,2020
2020-05-29 00:00:00,Trim. 2,mayo,29,5,2020
2020-05-30 00:00:00,Trim. 2,mayo,30,5,2020
2020-05-31 00:00:00,Trim. 2,mayo,31,5,2020
2021-05-01 00:00:00,Trim. 2,mayo,1,5,2021
2021-05-02 00:00:00,Trim. 2,mayo,2,5,2021
2021-05-03 00:00:00,Trim. 2,mayo,3,5,2021
2021-05-04 00:00:00,Trim. 2,mayo,4,5,2021
2021-05-05 00:00:00,Trim. 2,mayo,5,5,2021
2021-05-06 00:00:00,Trim. 2,mayo,6,5,2021
2021-05-07 00:00:00,Trim. 2,mayo,7,5,2021
2021-05-08 00:00:00,Trim. 2,mayo,8,5,2021
2021-05-09 00:00:00,Trim. 2,mayo,9,5,2021
2021-05-10 00:00:00,Trim. 2,mayo,10,5,2021
2021-05-11 00:00:00,Trim. 2,mayo,11,5,2021
2021-05-12 00:00:00,Trim. 2,mayo,12,5,2021
2021-05-13 00:00:00,Trim. 2,mayo,13,5,2021
2021-05-14 00:00:00,Trim. 2,mayo,14,5,2021
2021-05-15 00:00:00,Trim. 2,mayo,15,5,2021
2021-05-16 00:00:00,Trim. 2,mayo,16,5,2021
2021-05-17 00:00:00,Trim. 2,mayo,17,5,2021
2021-05-18 00:00:00,Trim. 2,mayo,18,5,2021
2021-05-19 00:00:00,Trim. 2,mayo,19,5,2021
2021-05-20 00:00:00,Trim. 2,mayo,20,5,2021
2021-05-21 00:00:00,Trim. 2,mayo,21,5,2021
2021-05-22 00:00:00,Trim. 2,mayo,22,5,2021
2021-05-23 00:00:00,Trim. 2,mayo,23,5,2021
2021-05-24 00:00:00,Trim. 2,mayo,24,5,2021
2021-05-25 00:00:00,Trim. 2,mayo,25,5,2021
2021-05-26 00:00:00,Trim. 2,mayo,26,5,2021
2021-05-27 00:00:00,Trim. 2,mayo,27,5,2021
2021-05-28 00:00:00,Trim. 2,mayo,28,5,2021
2021-05-29 00:00:00,Trim. 2,mayo,29,5,2021
2021-05-30 00:00:00,Trim. 2,mayo,30,5,2021
2021-05-31 00:00:00,Trim. 2,mayo,31,5,2021
2022-05-01 00:00:00,Trim. 2,mayo,1,5,2022
2022-05-02 00:00:00,Trim. 2,mayo,2,5,2022
2022-05-03 00:00:00,Trim. 2,mayo,3,5,2022
2022-05-04 00:00:00,Trim. 2,mayo,4,5,2022
2022-05-05 00:00:00,Trim. 2,mayo,5,5,2022
2022-05-06 00:00:00,Trim. 2,mayo,6,5,2022
2022-05-07 00:00:00,Trim. 2,mayo,7,5,2022
2022-05-08 00:00:00,Trim. 2,mayo,8,5,2022
2022-05-09 00:00:00,Trim. 2,mayo,9,5,2022
2022-05-10 00:00:00,Trim. 2,mayo,10,5,2022
2022-05-11 00:00:00,Trim. 2,mayo,11,5,2022
2022-05-12 00:00:00,Trim. 2,mayo,12,5,2022
2022-05-13 00:00:00,Trim. 2,mayo,13,5,2022
2022-05-14 00:00:00,Trim. 2,mayo,14,5,2022
2022-05-15 00:00:00,Trim. 2,mayo,15,5,2022
2022-05-16 00:00:00,Trim. 2,mayo,16,5,2022
2022-05-17 00:00:00,Trim. 2,mayo,17,5,2022
2022-05-18 00:00:00,Trim. 2,mayo,18,5,2022
2022-05-19 00:00:00,Trim. 2,mayo,19,5,2022
2022-05-20 00:00:00,Trim. 2,mayo,20,5,2022
2022-05-21 00:00:00,Trim. 2,mayo,21,5,2022
2022-05-22 00:00:00,Trim. 2,mayo,22,5,2022
2022-05-23 00:00:00,Trim. 2,mayo,23,5,2022
2022-05-24 00:00:00,Trim. 2,mayo,24,5,2022
2022-05-25 00:00:00,Trim. 2,mayo,25,5,2022
2022-05-26 00:00:00,Trim. 2,mayo,26,5,2022
2022-05-27 00:00:00,Trim. 2,mayo,27,5,2022
2022-05-28 00:00:00,Trim. 2,mayo,28,5,2022
2022-05-29 00:00:00,Trim. 2,mayo,29,5,2022
2022-05-30 00:00:00,Trim. 2,mayo,30,5,2022
2022-05-31 00:00:00,Trim. 2,mayo,31,5,2022
2023-05-01 00:00:00,Trim. 2,mayo,1,5,2023
2023-05-02 00:00:00,Trim. 2,mayo,2,5,2023
2023-05-03 00:00:00,Trim. 2,mayo,3,5,2023
2023-05-04 00:00:00,Trim. 2,mayo,4,5,2023
2023-05-05 00:00:00,Trim. 2,mayo,5,5,2023
2023-05-06 00:00:00,Trim. 2,mayo,6,5,2023
2023-05-07 00:00:00,Trim. 2,mayo,7,5,2023
2023-05-08 00:00:00,Trim. 2,mayo,8,5,2023
2023-05-09 00:00:00,Trim. 2,mayo,9,5,2023
2023-05-10 00:00:00,Trim. 2,mayo,10,5,2023
2023-05-11 00:00:00,Trim. 2,mayo,11,5,2023
2023-05-12 00:00:00,Trim. 2,mayo,12,5,2023
2023-05-13 00:00:00,Trim. 2,mayo,13,5,2023
2023-05-14 00:00:00,Trim. 2,mayo,14,5,2023
2023-05-15 00:00:00,Trim. 2,mayo,15,5,2023
2023-05-16 00:00:00,Trim. 2,mayo,16,5,2023
2023-05-17 00:00:00,Trim. 2,mayo,17,5,2023
2023-05-18 00:00:00,Trim. 2,mayo,18,5,2023
2023-05-19 00:00:00,Trim. 2,mayo,19,5,2023
2023-05-20 00:00:00,Trim. 2,mayo,20,5,2023
2023-05-21 00:00:00,Trim. 2,mayo,21,5,2023
2023-05-22 00:00:00,Trim. 2,mayo,22,5,2023
2023-05-23 00:00:00,Trim. 2,mayo,23,5,2023
2023-05-24 00:00:00,Trim. 2,mayo,24,5,2023
2023-05-25 00:00:00,Trim. 2,mayo,25,5,2023
2023-05-26 00:00:00,Trim. 2,mayo,26,5,2023
2023-05-27 00:00:00,Trim. 2,mayo,27,5,2023
2023-05-28 00:00:00,Trim. 2,mayo,28,5,2023
2023-05-29 00:00:00,Trim. 2,mayo,29,5,2023
2023-05-30 00:00:00,Trim. 2,mayo,30,5,2023
2023-05-31 00:00:00,Trim. 2,mayo,31,5,2023
2024-05-01 00:00:00,Trim. 2,mayo,1,5,2024
2024-05-02 00:00:00,Trim. 2,mayo,2,5,2024
2024-05-03 00:00:00,Trim. 2,mayo,3,5,2024
2024-05-04 00:00:00,Trim. 2,mayo,4,5,2024
2024-05-05 00:00:00,Trim. 2,mayo,5,5,2024
2024-05-06 00:00:00,Trim. 2,mayo,6,5,2024
2024-05-07 00:00:00,Trim. 2,mayo,7,5,2024
2024-05-08 00:00:00,Trim. 2,mayo,8,5,2024
2024-05-09 00:00:00,Trim. 2,mayo,9,5,2024
2024-05-10 00:00:00,Trim. 2,mayo,10,5,2024
2024-05-11 00:00:00,Trim. 2,mayo,11,5,2024
2024-05-12 00:00:00,Trim. 2,mayo,12,5,2024
2024-05-13 00:00:00,Trim. 2,mayo,13,5,2024
2024-05-14 00:00:00,Trim. 2,mayo,14,5,2024
2024-05-15 00:00:00,Trim. 2,mayo,15,5,2024
2024-05-16 00:00:00,Trim. 2,mayo,16,5,2024
2024-05-17 00:00:00,Trim. 2,mayo,17,5,2024
2024-05-18 00:00:00,Trim. 2,mayo,18,5,2024
2024-05-19 00:00:00,Trim. 2,mayo,19,5,2024
2024-05-20 00:00:00,Trim. 2,mayo,20,5,2024
2024-05-21 00:00:00,Trim. 2,mayo,21,5,2024
2024-05-22 00:00:00,Trim. 2,mayo,22,5,2024
2024-05-23 00:00:00,Trim. 2,mayo,23,5,2024
2024-05-24 00:00:00,Trim. 2,mayo,24,5,2024
2024-05-25 00:00:00,Trim. 2,mayo,25,5,2024
2024-05-26 00:00:00,Trim. 2,mayo,26,5,2024
2024-05-27 00:00:00,Trim. 2,mayo,27,5,2024
2024-05-28 00:00:00,Trim. 2,mayo,28,5,2024
2024-05-29 00:00:00,Trim. 2,mayo,29,5,2024
2024-05-30 00:00:00,Trim. 2,mayo,30,5,2024
2024-05-31 00:00:00,Trim. 2,mayo,31,5,2024
2020-06-01 00:00:00,Trim. 2,junio,1,6,2020
2020-06-02 00:00:00,Trim. 2,junio,2,6,2020
2020-06-03 00:00:00,Trim. 2,junio,3,6,2020
2020-06-04 00:00:00,Trim. 2,junio,4,6,2020
2020-06-05 00:00:00,Trim. 2,junio,5,6,2020
2020-06-06 00:00:00,Trim. 2,junio,6,6,2020
2020-06-07 00:00:00,Trim. 2,junio,7,6,2020
2020-06-08 00:00:00,Trim. 2,junio,8,6,2020
2020-06-09 00:00:00,Trim. 2,junio,9,6,2020
2020-06-10 00:00:00,Trim. 2,junio,10,6,2020
2020-06-11 00:00:00,Trim. 2,junio,11,6,2020
2020-06-12 00:00:00,Trim. 2,junio,12,6,2020
2020-06-13 00:00:00,Trim. 2,junio,13,6,2020
2020-06-14 00:00:00,Trim. 2,junio,14,6,2020
2020-06-15 00:00:00,Trim. 2,junio,15,6,2020
2020-06-16 00:00:00,Trim. 2,junio,16,6,2020
2020-06-17 00:00:00,Trim. 2,junio,17,6,2020
2020-06-18 00:00:00,Trim. 2,junio,18,6,2020
2020-06-19 00:00:00,Trim. 2,junio,19,6,2020
2020-06-20 00:00:00,Trim. 2,junio,20,6,2020
2020-06-21 00:00:00,Trim. 2,junio,21,6,2020
2020-06-22 00:00:00,Trim. 2,junio,22,6,2020
2020-06-23 00:00:00,Trim. 2,junio,23,6,2020
2020-06-24 00:00:00,Trim. 2,junio,24,6,2020
2020-06-25 00:00:00,Trim. 2,junio,25,6,2020
2020-06-26 00:00:00,Trim. 2,junio,26,6,2020
2020-06-27 00:00:00,Trim. 2,junio,27,6,2020
2020-06-28 00:00:00,Trim. 2,junio,28,6,2020
2020-06-29 00:00:00,Trim. 2,junio,29,6,2020
2020-06-30 00:00:00,Trim. 2,junio,30,6,2020
2021-06-01 00:00:00,Trim. 2,junio,1,6,2021
2021-06-02 00:00:00,Trim. 2,junio,2,6,2021
2021-06-03 00:00:00,Trim. 2,junio,3,6,2021
2021-06-04 00:00:00,Trim. 2,junio,4,6,2021
2021-06-05 00:00:00,Trim. 2,junio,5,6,2021
2021-06-06 00:00:00,Trim. 2,junio,6,6,2021
2021-06-07 00:00:00,Trim. 2,junio,7,6,2021
2021-06-08 00:00:00,Trim. 2,junio,8,6,2021
2021-06-09 00:00:00,Trim. 2,junio,9,6,2021
2021-06-10 00:00:00,Trim. 2,junio,10,6,2021
2021-06-11 00:00:00,Trim. 2,junio,11,6,2021
2021-06-12 00:00:00,Trim. 2,junio,12,6,2021
2021-06-13 00:00:00,Trim. 2,junio,13,6,2021
2021-06-14 00:00:00,Trim. 2,junio,14,6,2021
2021-06-15 00:00:00,Trim. 2,junio,15,6,2021
2021-06-16 00:00:00,Trim. 2,junio,16,6,2021
2021-06-17 00:00:00,Trim. 2,junio,17,6,2021
2021-06-18 00:00:00,Trim. 2,junio,18,6,2021
2021-06-19 00:00:00,Trim. 2,junio,19,6,2021
2021-06-20 00:00:00,Trim. 2,junio,20,6,2021
2021-06-21 00:00:00,Trim. 2,junio,21,6,2021
2021-06-22 00:00:00,Trim. 2,junio,22,6,2021
2021-06-23 00:00:00,Trim. 2,junio,23,6,2021
2021-06-24 00:00:00,Trim. 2,junio,24,6,2021
2021-06-25 00:00:00,Trim. 2,junio,25,6,2021
2021-06-26 00:00:00,Trim. 2,junio,26,6,2021
2021-06-27 00:00:00,Trim. 2,junio,27,6,2021
2021-06-28 00:00:00,Trim. 2,junio,28,6,2021
2021-06-29 00:00:00,Trim. 2,junio,29,6,2021
2021-06-30 00:00:00,Trim. 2,junio,30,6,2021
2022-06-01 00:00:00,Trim. 2,junio,1,6,2022
2022-06-02 00:00:00,Trim. 2,junio,2,6,2022
2022-06-03 00:00:00,Trim. 2,junio,3,6,2022
2022-06-04 00:00:00,Trim. 2,junio,4,6,2022
2022-06-05 00:00:00,Trim. 2,junio,5,6,2022
2022-06-06 00:00:00,Trim. 2,junio,6,6,2022
2022-06-07 00:00:00,Trim. 2,junio,7,6,2022
2022-06-08 00:00:00,Trim. 2,junio,8,6,2022
2022-06-09 00:00:00,Trim. 2,junio,9,6,2022
2022-06-10 00:00:00,Trim. 2,junio,10,6,2022
2022-06-11 00:00:00,Trim. 2,junio,11,6,2022
2022-06-12 00:00:00,Trim. 2,junio,12,6,2022
2022-06-13 00:00:00,Trim. 2,junio,13,6,2022
2022-06-14 00:00:00,Trim. 2,junio,14,6,2022
2022-06-15 00:00:00,Trim. 2,junio,15,6,2022
2022-06-16 00:00:00,Trim. 2,junio,16,6,2022
2022-06-17 00:00:00,Trim. 2,junio,17,6,2022
2022-06-18 00:00:00,Trim. 2,junio,18,6,2022
2022-06-19 00:00:00,Trim. 2,junio,19,6,2022
2022-06-20 00:00:00,Trim. 2,junio,20,6,2022
2022-06-21 00:00:00,Trim. 2,junio,21,6,2022
2022-06-22 00:00:00,Trim. 2,junio,22,6,2022
2022-06-23 00:00:00,Trim. 2,junio,23,6,2022
2022-06-24 00:00:00,Trim. 2,junio,24,6,2022
2022-06-25 00:00:00,Trim. 2,junio,25,6,2022
2022-06-26 00:00:00,Trim. 2,junio,26,6,2022
2022-06-27 00:00:00,Trim. 2,junio,27,6,2022
2022-06-28 00:00:00,Trim. 2,junio,28,6,2022
2022-06-29 00:00:00,Trim. 2,junio,29,6,2022
2022-06-30 00:00:00,Trim. 2,junio,30,6,2022
2023-06-01 00:00:00,Trim. 2,junio,1,6,2023
2023-06-02 00:00:00,Trim. 2,junio,2,6,2023
2023-06-03 00:00:00,Trim. 2,junio,3,6,2023
2023-06-04 00:00:00,Trim. 2,junio,4,6,2023
2023-06-05 00:00:00,Trim. 2,junio,5,6,2023
2023-06-06 00:00:00,Trim. 2,junio,6,6,2023
2023-06-07 00:00:00,Trim. 2,junio,7,6,2023
2023-06-08 00:00:00,Trim. 2,junio,8,6,2023
2023-06-09 00:00:00,Trim. 2,junio,9,6,2023
2023-06-10 00:00:00,Trim. 2,junio,10,6,2023
2023-06-11 00:00:00,Trim. 2,junio,11,6,2023
2023-06-12 00:00:00,Trim. 2,junio,12,6,2023
2023-06-13 00:00:00,Trim. 2,junio,13,6,2023
2023-06-14 00:00:00,Trim. 2,junio,14,6,2023
2023-06-15 00:00:00,Trim. 2,junio,15,6,2023
2023-06-16 00:00:00,Trim. 2,junio,16,6,2023
2023-06-17 00:00:00,Trim. 2,junio,17,6,2023
2023-06-18 00:00:00,Trim. 2,junio,18,6,2023
2023-06-19 00:00:00,Trim. 2,junio,19,6,2023
2023-06-20 00:00:00,Trim. 2,junio,20,6,2023
2023-06-21 00:00:00,Trim. 2,junio,21,6,2023
2023-06-22 00:00:00,Trim. 2,junio,22,6,2023
2023-06-23 00:00:00,Trim. 2,junio,23,6,2023
2023-06-24 00:00:00,Trim. 2,junio,24,6,2023
2023-06-25 00:00:00,Trim. 2,junio,25,6,2023
2023-06-26 00:00:00,Trim. 2,junio,26,6,2023
2023-06-27 00:00:00,Trim. 2,junio,27,6,2023
2023-06-28 00:00:00,Trim. 2,junio,28,6,2023
2023-06-29 00:00:00,Trim. 2,junio,29,6,2023
2023-06-30 00:00:00,Trim. 2,junio,30,6,2023
2024-06-01 00:00:00,Trim. 2,junio,1,6,2024
2024-06-02 00:00:00,Trim. 2,junio,2,6,2024
2024-06-03 00:00:00,Trim. 2,junio,3,6,2024
2024-06-04 00:00:00,Trim. 2,junio,4,6,2024
2024-06-05 00:00:00,Trim. 2,junio,5,6,2024
2024-06-06 00:00:00,Trim. 2,junio,6,6,2024
2024-06-07 00:00:00,Trim. 2,junio,7,6,2024
2024-06-08 00:00:00,Trim. 2,junio,8,6,2024
2024-06-09 00:00:00,Trim. 2,junio,9,6,2024
2024-06-10 00:00:00,Trim. 2,junio,10,6,2024
2024-06-11 00:00:00,Trim. 2,junio,11,6,2024
2024-06-12 00:00:00,Trim. 2,junio,12,6,2024
2024-06-13 00:00:00,Trim. 2,junio,13,6,2024
2024-06-14 00:00:00,Trim. 2,junio,14,6,2024
2024-06-15 00:00:00,Trim. 2,junio,15,6,2024
2024-06-16 00:00:00,Trim. 2,junio,16,6,2024
2024-06-17 00:00:00,Trim. 2,junio,17,6,2024
2024-06-18 00:00:00,Trim. 2,junio,18,6,2024
2024-06-19 00:00:00,Trim. 2,junio,19,6,2024
2024-06-20 00:00:00,Trim. 2,junio,20,6,2024
2024-06-21 00:00:00,Trim. 2,junio,21,6,2024
2024-06-22 00:00:00,Trim. 2,junio,22,6,2024
2024-06-23 00:00:00,Trim. 2,junio,23,6,2024
2024-06-24 00:00:00,Trim. 2,junio,24,6,2024
2024-06-25 00:00:00,Trim. 2,junio,25,6,2024
2024-06-26 00:00:00,Trim. 2,junio,26,6,2024
2024-06-27 00:00:00,Trim. 2,junio,27,6,2024
2024-06-28 00:00:00,Trim. 2,junio,28,6,2024
2024-06-29 00:00:00,Trim. 2,junio,29,6,2024
2024-06-30 00:00:00,Trim. 2,junio,30,6,2024
2020-07-01 00:00:00,Trim. 3,julio,1,7,2020
2020-07-02 00:00:00,Trim. 3,julio,2,7,2020
2020-07-03 00:00:00,Trim. 3,julio,3,7,2020
2020-07-04 00:00:00,Trim. 3,julio,4,7,2020
2020-07-05 00:00:00,Trim. 3,julio,5,7,2020
2020-07-06 00:00:00,Trim. 3,julio,6,7,2020
2020-07-07 00:00:00,Trim. 3,julio,7,7,2020
